row_id,zone,state,lga,period,live_births_count
26407,North Central,Kogi,ko Idah Local Government Area,21-Jul,
26408,North Central,Kogi,ko Idah Local Government Area,21-Aug,23
26409,North Central,Kogi,ko Idah Local Government Area,21-Sep,19
26410,North Central,Kogi,ko Idah Local Government Area,21-Oct,37
26411,North Central,Kogi,ko Idah Local Government Area,21-Nov,96
26412,North Central,Kogi,ko Idah Local Government Area,21-Dec,68
26413,North Central,Kogi,ko Idah Local Government Area,22-Jan,40
26414,North Central,Kogi,ko Idah Local Government Area,22-Feb,12
26415,North Central,Kogi,ko Idah Local Government Area,22-Mar,8
26416,North Central,Kogi,ko Idah Local Government Area,22-Apr,18
26417,North Central,Kogi,ko Idah Local Government Area,22-May,24
26418,North Central,Kogi,ko Idah Local Government Area,22-Jun,12
26419,North Central,Kogi,ko Idah Local Government Area,22-Jul,17
26420,North Central,Kogi,ko Idah Local Government Area,22-Aug,31
26421,North Central,Kogi,ko Idah Local Government Area,22-Sep,93
26422,North Central,Kogi,ko Idah Local Government Area,22-Oct,41
26423,North Central,Kogi,ko Idah Local Government Area,22-Nov,41
26424,North Central,Kogi,ko Idah Local Government Area,22-Dec,27
26425,North Central,Kogi,ko Idah Local Government Area,23-Jan,38
26426,North Central,Kogi,ko Idah Local Government Area,23-Feb,29
26427,North Central,Kogi,ko Idah Local Government Area,23-Mar,25
26428,North Central,Kogi,ko Idah Local Government Area,23-Apr,43
26429,North Central,Kogi,ko Idah Local Government Area,23-May,71
26430,North Central,Kogi,ko Idah Local Government Area,23-Jun,27
26431,North Central,Kogi,ko Idah Local Government Area,23-Jul,46
26432,North Central,Kogi,ko Idah Local Government Area,23-Aug,14
26433,North Central,Kogi,ko Idah Local Government Area,23-Sep,36
26434,North Central,Kogi,ko Idah Local Government Area,23-Oct,34
26435,North Central,Kogi,ko Idah Local Government Area,23-Nov,65
26436,North Central,Kogi,ko Idah Local Government Area,23-Dec,41
26437,North Central,Kogi,ko Idah Local Government Area,24-Jan,38
26438,North Central,Kogi,ko Idah Local Government Area,24-Feb,63
26439,North Central,Kogi,ko Idah Local Government Area,24-Mar,80
26440,North Central,Kogi,ko Idah Local Government Area,24-Apr,86
26441,North Central,Kogi,ko Idah Local Government Area,24-May,77
26442,North Central,Kogi,ko Idah Local Government Area,24-Jun,71
26443,North Central,Kogi,ko Idah Local Government Area,24-Jul,160
26444,North Central,Kogi,ko Idah Local Government Area,24-Aug,128
26445,North Central,Kogi,ko Idah Local Government Area,24-Sep,145
26446,North Central,Kogi,ko Idah Local Government Area,24-Oct,199
26447,North Central,Kogi,ko Idah Local Government Area,24-Nov,185
26448,North Central,Kogi,ko Idah Local Government Area,24-Dec,117
26449,North Central,Kogi,ko Idah Local Government Area,25-Jan,100
26450,North Central,Kogi,ko Idah Local Government Area,25-Feb,118
26451,North Central,Kogi,ko Idah Local Government Area,25-Mar,81
26452,North Central,Kogi,ko Idah Local Government Area,25-Apr,210
26453,North Central,Kogi,ko Idah Local Government Area,25-May,74
26454,North Central,Kogi,ko Idah Local Government Area,25-Jun,145
26455,North Central,Kogi,ko Idah Local Government Area,25-Jul,136
26456,North Central,Kogi,ko Idah Local Government Area,25-Aug,202
26457,North Central,Kogi,ko Idah Local Government Area,25-Sep,220
26458,North Central,Kogi,ko Idah Local Government Area,25-Oct,269
26459,North Central,Kogi,ko Idah Local Government Area,25-Nov,215
26460,North Central,Kogi,ko Idah Local Government Area,25-Dec,157
26461,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Jan,45
26462,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Feb,
26463,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Mar,
26464,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Apr,
26465,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-May,
26466,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Jun,
26467,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Jul,
26468,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Aug,55
26469,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Sep,41
26470,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Oct,65
26471,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Nov,49
26472,North Central,Kogi,ko Igalamela-Odolu Local Government Area,21-Dec,65
26473,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Jan,53
26474,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Feb,55
26475,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Mar,77
26476,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Apr,73
26477,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-May,92
26478,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Jun,74
26479,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Jul,87
26480,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Aug,93
26481,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Sep,81
26482,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Oct,107
26483,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Nov,101
26484,North Central,Kogi,ko Igalamela-Odolu Local Government Area,22-Dec,74
26485,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Jan,81
26486,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Feb,86
26487,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Mar,95
26488,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Apr,124
26489,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-May,121
26490,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Jun,110
26491,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Jul,163
26492,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Aug,179
26493,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Sep,130
26494,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Oct,120
26495,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Nov,131
26496,North Central,Kogi,ko Igalamela-Odolu Local Government Area,23-Dec,103
26497,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Jan,136
26498,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Feb,128
26499,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Mar,157
26500,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Apr,112
26501,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-May,127
26502,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Jun,84
26503,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Jul,143
26504,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Aug,81
26505,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Sep,104
26506,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Oct,115
26507,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Nov,90
26508,North Central,Kogi,ko Igalamela-Odolu Local Government Area,24-Dec,72
26509,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Jan,59
26510,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Feb,72
26511,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Mar,107
26512,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Apr,119
26513,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-May,197
26514,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Jun,125
26515,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Jul,183
26516,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Aug,219
26517,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Sep,196
26518,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Oct,277
26519,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Nov,224
26520,North Central,Kogi,ko Igalamela-Odolu Local Government Area,25-Dec,305
26521,North Central,Kogi,ko Ijumu Local Government Area,21-Jan,95
26522,North Central,Kogi,ko Ijumu Local Government Area,21-Feb,
26523,North Central,Kogi,ko Ijumu Local Government Area,21-Mar,
26524,North Central,Kogi,ko Ijumu Local Government Area,21-Apr,
26525,North Central,Kogi,ko Ijumu Local Government Area,21-May,
26526,North Central,Kogi,ko Ijumu Local Government Area,21-Jun,79
26527,North Central,Kogi,ko Ijumu Local Government Area,21-Jul,88
26528,North Central,Kogi,ko Ijumu Local Government Area,21-Aug,117
26529,North Central,Kogi,ko Ijumu Local Government Area,21-Sep,115
26530,North Central,Kogi,ko Ijumu Local Government Area,21-Oct,93
26531,North Central,Kogi,ko Ijumu Local Government Area,21-Nov,80
26532,North Central,Kogi,ko Ijumu Local Government Area,21-Dec,75
26533,North Central,Kogi,ko Ijumu Local Government Area,22-Jan,68
26534,North Central,Kogi,ko Ijumu Local Government Area,22-Feb,82
26535,North Central,Kogi,ko Ijumu Local Government Area,22-Mar,47
26536,North Central,Kogi,ko Ijumu Local Government Area,22-Apr,72
26537,North Central,Kogi,ko Ijumu Local Government Area,22-May,66
26538,North Central,Kogi,ko Ijumu Local Government Area,22-Jun,83
26539,North Central,Kogi,ko Ijumu Local Government Area,22-Jul,94
26540,North Central,Kogi,ko Ijumu Local Government Area,22-Aug,77
26541,North Central,Kogi,ko Ijumu Local Government Area,22-Sep,94
26542,North Central,Kogi,ko Ijumu Local Government Area,22-Oct,63
26543,North Central,Kogi,ko Ijumu Local Government Area,22-Nov,115
26544,North Central,Kogi,ko Ijumu Local Government Area,22-Dec,96
26545,North Central,Kogi,ko Ijumu Local Government Area,23-Jan,93
26546,North Central,Kogi,ko Ijumu Local Government Area,23-Feb,99
26547,North Central,Kogi,ko Ijumu Local Government Area,23-Mar,96
26548,North Central,Kogi,ko Ijumu Local Government Area,23-Apr,106
26549,North Central,Kogi,ko Ijumu Local Government Area,23-May,99
26550,North Central,Kogi,ko Ijumu Local Government Area,23-Jun,118
26551,North Central,Kogi,ko Ijumu Local Government Area,23-Jul,83
26552,North Central,Kogi,ko Ijumu Local Government Area,23-Aug,119
26553,North Central,Kogi,ko Ijumu Local Government Area,23-Sep,73
26554,North Central,Kogi,ko Ijumu Local Government Area,23-Oct,141
26555,North Central,Kogi,ko Ijumu Local Government Area,23-Nov,181
26556,North Central,Kogi,ko Ijumu Local Government Area,23-Dec,139
26557,North Central,Kogi,ko Ijumu Local Government Area,24-Jan,156
26558,North Central,Kogi,ko Ijumu Local Government Area,24-Feb,178
26559,North Central,Kogi,ko Ijumu Local Government Area,24-Mar,313
26560,North Central,Kogi,ko Ijumu Local Government Area,24-Apr,277
26561,North Central,Kogi,ko Ijumu Local Government Area,24-May,261
26562,North Central,Kogi,ko Ijumu Local Government Area,24-Jun,312
26563,North Central,Kogi,ko Ijumu Local Government Area,24-Jul,314
26564,North Central,Kogi,ko Ijumu Local Government Area,24-Aug,267
26565,North Central,Kogi,ko Ijumu Local Government Area,24-Sep,237
26566,North Central,Kogi,ko Ijumu Local Government Area,24-Oct,290
26567,North Central,Kogi,ko Ijumu Local Government Area,24-Nov,266
26568,North Central,Kogi,ko Ijumu Local Government Area,24-Dec,244
26569,North Central,Kogi,ko Ijumu Local Government Area,25-Jan,220
26570,North Central,Kogi,ko Ijumu Local Government Area,25-Feb,231
26571,North Central,Kogi,ko Ijumu Local Government Area,25-Mar,320
26572,North Central,Kogi,ko Ijumu Local Government Area,25-Apr,264
26573,North Central,Kogi,ko Ijumu Local Government Area,25-May,277
26574,North Central,Kogi,ko Ijumu Local Government Area,25-Jun,297
26575,North Central,Kogi,ko Ijumu Local Government Area,25-Jul,279
26576,North Central,Kogi,ko Ijumu Local Government Area,25-Aug,374
26577,North Central,Kogi,ko Ijumu Local Government Area,25-Sep,391
26578,North Central,Kogi,ko Ijumu Local Government Area,25-Oct,395
26579,North Central,Kogi,ko Ijumu Local Government Area,25-Nov,386
26580,North Central,Kogi,ko Ijumu Local Government Area,25-Dec,527
26581,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Jan,101
26582,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Feb,94
26583,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Mar,107
26584,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Apr,82
26585,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-May,107
26586,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Jun,124
26587,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Jul,108
26588,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Aug,130
26589,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Sep,128
26590,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Oct,165
26591,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Nov,150
26592,North Central,Kogi,ko Kabba/Bunu Local Government Area,21-Dec,144
26593,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Jan,146
26594,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Feb,121
26595,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Mar,78
26596,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Apr,82
26597,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-May,115
26598,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Jun,139
26599,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Jul,144
26600,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Aug,114
26601,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Sep,140
26602,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Oct,152
26603,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Nov,155
26604,North Central,Kogi,ko Kabba/Bunu Local Government Area,22-Dec,134
26605,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Jan,143
26606,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Feb,128
26607,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Mar,176
26608,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Apr,180
26609,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-May,194
26610,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Jun,162
26611,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Jul,186
26612,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Aug,214
26613,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Sep,240
26614,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Oct,227
26615,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Nov,216
26616,North Central,Kogi,ko Kabba/Bunu Local Government Area,23-Dec,189
26617,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Jan,170
26618,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Feb,184
26619,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Mar,198
26620,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Apr,183
26621,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-May,200
26622,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Jun,192
26623,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Jul,211
26624,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Aug,207
26625,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Sep,239
26626,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Oct,246
26627,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Nov,233
26628,North Central,Kogi,ko Kabba/Bunu Local Government Area,24-Dec,205
26629,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Jan,208
26630,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Feb,223
26631,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Mar,207
26632,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Apr,258
26633,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-May,269
26634,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Jun,288
26635,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Jul,324
26636,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Aug,289
26637,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Sep,269
26638,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Oct,304
26639,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Nov,288
26640,North Central,Kogi,ko Kabba/Bunu Local Government Area,25-Dec,294
26641,North Central,Kogi,ko Kogi Local Government Area,21-Jan,
26642,North Central,Kogi,ko Kogi Local Government Area,21-Feb,
26643,North Central,Kogi,ko Kogi Local Government Area,21-Mar,
26644,North Central,Kogi,ko Kogi Local Government Area,21-Apr,
26645,North Central,Kogi,ko Kogi Local Government Area,21-May,
26646,North Central,Kogi,ko Kogi Local Government Area,21-Jun,20
26647,North Central,Kogi,ko Kogi Local Government Area,21-Jul,5
26648,North Central,Kogi,ko Kogi Local Government Area,21-Aug,31
26649,North Central,Kogi,ko Kogi Local Government Area,21-Sep,53
26650,North Central,Kogi,ko Kogi Local Government Area,21-Oct,74
26651,North Central,Kogi,ko Kogi Local Government Area,21-Nov,83
26652,North Central,Kogi,ko Kogi Local Government Area,21-Dec,70
26653,North Central,Kogi,ko Kogi Local Government Area,22-Jan,49
26654,North Central,Kogi,ko Kogi Local Government Area,22-Feb,55
26655,North Central,Kogi,ko Kogi Local Government Area,22-Mar,91
26656,North Central,Kogi,ko Kogi Local Government Area,22-Apr,75
26657,North Central,Kogi,ko Kogi Local Government Area,22-May,81
26658,North Central,Kogi,ko Kogi Local Government Area,22-Jun,66
26659,North Central,Kogi,ko Kogi Local Government Area,22-Jul,74
26660,North Central,Kogi,ko Kogi Local Government Area,22-Aug,78
26661,North Central,Kogi,ko Kogi Local Government Area,22-Sep,90
26662,North Central,Kogi,ko Kogi Local Government Area,22-Oct,128
26663,North Central,Kogi,ko Kogi Local Government Area,22-Nov,110
26664,North Central,Kogi,ko Kogi Local Government Area,22-Dec,111
26665,North Central,Kogi,ko Kogi Local Government Area,23-Jan,87
26666,North Central,Kogi,ko Kogi Local Government Area,23-Feb,98
26667,North Central,Kogi,ko Kogi Local Government Area,23-Mar,104
26668,North Central,Kogi,ko Kogi Local Government Area,23-Apr,136
26669,North Central,Kogi,ko Kogi Local Government Area,23-May,135
26670,North Central,Kogi,ko Kogi Local Government Area,23-Jun,132
26671,North Central,Kogi,ko Kogi Local Government Area,23-Jul,135
26672,North Central,Kogi,ko Kogi Local Government Area,23-Aug,113
26673,North Central,Kogi,ko Kogi Local Government Area,23-Sep,162
26674,North Central,Kogi,ko Kogi Local Government Area,23-Oct,133
26675,North Central,Kogi,ko Kogi Local Government Area,23-Nov,142
26676,North Central,Kogi,ko Kogi Local Government Area,23-Dec,110
26677,North Central,Kogi,ko Kogi Local Government Area,24-Jan,127
26678,North Central,Kogi,ko Kogi Local Government Area,24-Feb,123
26679,North Central,Kogi,ko Kogi Local Government Area,24-Mar,167
26680,North Central,Kogi,ko Kogi Local Government Area,24-Apr,176
26681,North Central,Kogi,ko Kogi Local Government Area,24-May,162
26682,North Central,Kogi,ko Kogi Local Government Area,24-Jun,166
26683,North Central,Kogi,ko Kogi Local Government Area,24-Jul,173
26684,North Central,Kogi,ko Kogi Local Government Area,24-Aug,188
26685,North Central,Kogi,ko Kogi Local Government Area,24-Sep,203
26686,North Central,Kogi,ko Kogi Local Government Area,24-Oct,266
26687,North Central,Kogi,ko Kogi Local Government Area,24-Nov,259
26688,North Central,Kogi,ko Kogi Local Government Area,24-Dec,196
26689,North Central,Kogi,ko Kogi Local Government Area,25-Jan,187
26690,North Central,Kogi,ko Kogi Local Government Area,25-Feb,148
26691,North Central,Kogi,ko Kogi Local Government Area,25-Mar,190
26692,North Central,Kogi,ko Kogi Local Government Area,25-Apr,191
26693,North Central,Kogi,ko Kogi Local Government Area,25-May,194
26694,North Central,Kogi,ko Kogi Local Government Area,25-Jun,229
26695,North Central,Kogi,ko Kogi Local Government Area,25-Jul,196
26696,North Central,Kogi,ko Kogi Local Government Area,25-Aug,232
26697,North Central,Kogi,ko Kogi Local Government Area,25-Sep,240
26698,North Central,Kogi,ko Kogi Local Government Area,25-Oct,225
26699,North Central,Kogi,ko Kogi Local Government Area,25-Nov,196
26700,North Central,Kogi,ko Kogi Local Government Area,25-Dec,238
26701,North Central,Kogi,ko Lokoja Local Government Area,21-Jan,35
26702,North Central,Kogi,ko Lokoja Local Government Area,21-Feb,
26703,North Central,Kogi,ko Lokoja Local Government Area,21-Mar,
26704,North Central,Kogi,ko Lokoja Local Government Area,21-Apr,
26705,North Central,Kogi,ko Lokoja Local Government Area,21-May,34
26706,North Central,Kogi,ko Lokoja Local Government Area,21-Jun,30
26707,North Central,Kogi,ko Lokoja Local Government Area,21-Jul,35
26708,North Central,Kogi,ko Lokoja Local Government Area,21-Aug,59
26709,North Central,Kogi,ko Lokoja Local Government Area,21-Sep,59
26710,North Central,Kogi,ko Lokoja Local Government Area,21-Oct,49
26711,North Central,Kogi,ko Lokoja Local Government Area,21-Nov,40
26712,North Central,Kogi,ko Lokoja Local Government Area,21-Dec,61
26713,North Central,Kogi,ko Lokoja Local Government Area,22-Jan,110
26714,North Central,Kogi,ko Lokoja Local Government Area,22-Feb,174
26715,North Central,Kogi,ko Lokoja Local Government Area,22-Mar,194
26716,North Central,Kogi,ko Lokoja Local Government Area,22-Apr,164
26717,North Central,Kogi,ko Lokoja Local Government Area,22-May,183
26718,North Central,Kogi,ko Lokoja Local Government Area,22-Jun,150
26719,North Central,Kogi,ko Lokoja Local Government Area,22-Jul,100
26720,North Central,Kogi,ko Lokoja Local Government Area,22-Aug,126
26721,North Central,Kogi,ko Lokoja Local Government Area,22-Sep,80
26722,North Central,Kogi,ko Lokoja Local Government Area,22-Oct,193
26723,North Central,Kogi,ko Lokoja Local Government Area,22-Nov,188
26724,North Central,Kogi,ko Lokoja Local Government Area,22-Dec,98
26725,North Central,Kogi,ko Lokoja Local Government Area,23-Jan,154
26726,North Central,Kogi,ko Lokoja Local Government Area,23-Feb,61
26727,North Central,Kogi,ko Lokoja Local Government Area,23-Mar,89
26728,North Central,Kogi,ko Lokoja Local Government Area,23-Apr,184
26729,North Central,Kogi,ko Lokoja Local Government Area,23-May,126
26730,North Central,Kogi,ko Lokoja Local Government Area,23-Jun,84
26731,North Central,Kogi,ko Lokoja Local Government Area,23-Jul,182
26732,North Central,Kogi,ko Lokoja Local Government Area,23-Aug,161
26733,North Central,Kogi,ko Lokoja Local Government Area,23-Sep,157
26734,North Central,Kogi,ko Lokoja Local Government Area,23-Oct,156
26735,North Central,Kogi,ko Lokoja Local Government Area,23-Nov,126
26736,North Central,Kogi,ko Lokoja Local Government Area,23-Dec,180
26737,North Central,Kogi,ko Lokoja Local Government Area,24-Jan,149
26738,North Central,Kogi,ko Lokoja Local Government Area,24-Feb,102
26739,North Central,Kogi,ko Lokoja Local Government Area,24-Mar,113
26740,North Central,Kogi,ko Lokoja Local Government Area,24-Apr,162
26741,North Central,Kogi,ko Lokoja Local Government Area,24-May,267
26742,North Central,Kogi,ko Lokoja Local Government Area,24-Jun,197
26743,North Central,Kogi,ko Lokoja Local Government Area,24-Jul,240
26744,North Central,Kogi,ko Lokoja Local Government Area,24-Aug,276
26745,North Central,Kogi,ko Lokoja Local Government Area,24-Sep,298
26746,North Central,Kogi,ko Lokoja Local Government Area,24-Oct,385
26747,North Central,Kogi,ko Lokoja Local Government Area,24-Nov,246
26748,North Central,Kogi,ko Lokoja Local Government Area,24-Dec,193
26749,North Central,Kogi,ko Lokoja Local Government Area,25-Jan,168
26750,North Central,Kogi,ko Lokoja Local Government Area,25-Feb,176
26751,North Central,Kogi,ko Lokoja Local Government Area,25-Mar,175
26752,North Central,Kogi,ko Lokoja Local Government Area,25-Apr,269
26753,North Central,Kogi,ko Lokoja Local Government Area,25-May,314
26754,North Central,Kogi,ko Lokoja Local Government Area,25-Jun,283
26755,North Central,Kogi,ko Lokoja Local Government Area,25-Jul,196
26756,North Central,Kogi,ko Lokoja Local Government Area,25-Aug,279
26757,North Central,Kogi,ko Lokoja Local Government Area,25-Sep,331
26758,North Central,Kogi,ko Lokoja Local Government Area,25-Oct,259
26759,North Central,Kogi,ko Lokoja Local Government Area,25-Nov,165
26760,North Central,Kogi,ko Lokoja Local Government Area,25-Dec,205
26761,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Jan,
26762,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Feb,
26763,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Mar,
26764,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Apr,
26765,North Central,Kogi,ko Mopa-Muro Local Government Area,21-May,
26766,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Jun,
26767,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Jul,
26768,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Aug,
26769,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Sep,
26770,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Oct,
26771,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Nov,
26772,North Central,Kogi,ko Mopa-Muro Local Government Area,21-Dec,
26773,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Jan,
26774,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Feb,
26775,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Mar,
26776,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Apr,
26777,North Central,Kogi,ko Mopa-Muro Local Government Area,22-May,3
26778,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Jun,12
26779,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Jul,
26780,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Aug,
26781,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Sep,4
26782,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Oct,
26783,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Nov,2
26784,North Central,Kogi,ko Mopa-Muro Local Government Area,22-Dec,
26785,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Jan,
26786,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Feb,3
26787,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Mar,5
26788,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Apr,1
26789,North Central,Kogi,ko Mopa-Muro Local Government Area,23-May,4
26790,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Jun,4
26791,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Jul,7
26792,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Aug,9
26793,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Sep,19
26794,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Oct,12
26795,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Nov,
26796,North Central,Kogi,ko Mopa-Muro Local Government Area,23-Dec,19
26797,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Jan,1
26798,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Feb,
26799,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Mar,65
26800,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Apr,5
26801,North Central,Kogi,ko Mopa-Muro Local Government Area,24-May,
26802,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Jun,
26803,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Jul,
26804,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Aug,
26805,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Sep,33
