row_id,zone,state,lga,period,live_births_count
35544,South West,Ondo,on Ilaje Local Government Area,22-Dec,47
35545,South West,Ondo,on Ilaje Local Government Area,23-Jan,52
35546,South West,Ondo,on Ilaje Local Government Area,23-Feb,50
35547,South West,Ondo,on Ilaje Local Government Area,23-Mar,72
35548,South West,Ondo,on Ilaje Local Government Area,23-Apr,28
35549,South West,Ondo,on Ilaje Local Government Area,23-May,71
35550,South West,Ondo,on Ilaje Local Government Area,23-Jun,53
35551,South West,Ondo,on Ilaje Local Government Area,23-Jul,51
35552,South West,Ondo,on Ilaje Local Government Area,23-Aug,48
35553,South West,Ondo,on Ilaje Local Government Area,23-Sep,58
35554,South West,Ondo,on Ilaje Local Government Area,23-Oct,45
35555,South West,Ondo,on Ilaje Local Government Area,23-Nov,45
35556,South West,Ondo,on Ilaje Local Government Area,23-Dec,40
35557,South West,Ondo,on Ilaje Local Government Area,24-Jan,42
35558,South West,Ondo,on Ilaje Local Government Area,24-Feb,36
35559,South West,Ondo,on Ilaje Local Government Area,24-Mar,47
35560,South West,Ondo,on Ilaje Local Government Area,24-Apr,39
35561,South West,Ondo,on Ilaje Local Government Area,24-May,30
35562,South West,Ondo,on Ilaje Local Government Area,24-Jun,47
35563,South West,Ondo,on Ilaje Local Government Area,24-Jul,21
35564,South West,Ondo,on Ilaje Local Government Area,24-Aug,35
35565,South West,Ondo,on Ilaje Local Government Area,24-Sep,42
35566,South West,Ondo,on Ilaje Local Government Area,24-Oct,39
35567,South West,Ondo,on Ilaje Local Government Area,24-Nov,54
35568,South West,Ondo,on Ilaje Local Government Area,24-Dec,29
35569,South West,Ondo,on Ilaje Local Government Area,25-Jan,43
35570,South West,Ondo,on Ilaje Local Government Area,25-Feb,29
35571,South West,Ondo,on Ilaje Local Government Area,25-Mar,68
35572,South West,Ondo,on Ilaje Local Government Area,25-Apr,28
35573,South West,Ondo,on Ilaje Local Government Area,25-May,34
35574,South West,Ondo,on Ilaje Local Government Area,25-Jun,72
35575,South West,Ondo,on Ilaje Local Government Area,25-Jul,54
35576,South West,Ondo,on Ilaje Local Government Area,25-Aug,30
35577,South West,Ondo,on Ilaje Local Government Area,25-Sep,61
35578,South West,Ondo,on Ilaje Local Government Area,25-Oct,56
35579,South West,Ondo,on Ilaje Local Government Area,25-Nov,27
35580,South West,Ondo,on Ilaje Local Government Area,25-Dec,57
35581,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Jan,62
35582,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Feb,228
35583,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Mar,98
35584,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Apr,89
35585,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-May,124
35586,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Jun,102
35587,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Jul,94
35588,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Aug,106
35589,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Sep,97
35590,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Oct,82
35591,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Nov,73
35592,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,21-Dec,82
35593,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Jan,67
35594,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Feb,81
35595,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Mar,91
35596,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Apr,110
35597,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-May,88
35598,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Jun,107
35599,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Jul,76
35600,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Aug,91
35601,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Sep,71
35602,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Oct,101
35603,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Nov,112
35604,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,22-Dec,72
35605,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Jan,85
35606,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Feb,95
35607,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Mar,84
35608,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Apr,95
35609,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-May,54
35610,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Jun,64
35611,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Jul,76
35612,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Aug,69
35613,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Sep,78
35614,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Oct,88
35615,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Nov,68
35616,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,23-Dec,55
35617,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Jan,67
35618,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Feb,54
35619,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Mar,98
35620,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Apr,79
35621,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-May,80
35622,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Jun,57
35623,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Jul,49
35624,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Aug,65
35625,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Sep,67
35626,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Oct,81
35627,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Nov,69
35628,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,24-Dec,26
35629,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Jan,58
35630,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Feb,49
35631,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Mar,91
35632,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Apr,99
35633,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-May,116
35634,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Jun,120
35635,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Jul,105
35636,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Aug,85
35637,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Sep,79
35638,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Oct,108
35639,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Nov,88
35640,South West,Ondo,on Ile-Oluji/Okeigbo Local Government Area,25-Dec,83
35641,South West,Ondo,on Irele Local Government Area,21-Jan,36
35642,South West,Ondo,on Irele Local Government Area,21-Feb,60
35643,South West,Ondo,on Irele Local Government Area,21-Mar,57
35644,South West,Ondo,on Irele Local Government Area,21-Apr,48
35645,South West,Ondo,on Irele Local Government Area,21-May,82
35646,South West,Ondo,on Irele Local Government Area,21-Jun,85
35647,South West,Ondo,on Irele Local Government Area,21-Jul,65
35648,South West,Ondo,on Irele Local Government Area,21-Aug,45
35649,South West,Ondo,on Irele Local Government Area,21-Sep,69
35650,South West,Ondo,on Irele Local Government Area,21-Oct,60
35651,South West,Ondo,on Irele Local Government Area,21-Nov,50
35652,South West,Ondo,on Irele Local Government Area,21-Dec,21
35653,South West,Ondo,on Irele Local Government Area,22-Jan,40
35654,South West,Ondo,on Irele Local Government Area,22-Feb,44
35655,South West,Ondo,on Irele Local Government Area,22-Mar,75
35656,South West,Ondo,on Irele Local Government Area,22-Apr,78
35657,South West,Ondo,on Irele Local Government Area,22-May,73
35658,South West,Ondo,on Irele Local Government Area,22-Jun,77
35659,South West,Ondo,on Irele Local Government Area,22-Jul,76
35660,South West,Ondo,on Irele Local Government Area,22-Aug,61
35661,South West,Ondo,on Irele Local Government Area,22-Sep,58
35662,South West,Ondo,on Irele Local Government Area,22-Oct,60
35663,South West,Ondo,on Irele Local Government Area,22-Nov,78
35664,South West,Ondo,on Irele Local Government Area,22-Dec,66
35665,South West,Ondo,on Irele Local Government Area,23-Jan,63
35666,South West,Ondo,on Irele Local Government Area,23-Feb,50
35667,South West,Ondo,on Irele Local Government Area,23-Mar,79
35668,South West,Ondo,on Irele Local Government Area,23-Apr,73
35669,South West,Ondo,on Irele Local Government Area,23-May,61
35670,South West,Ondo,on Irele Local Government Area,23-Jun,45
35671,South West,Ondo,on Irele Local Government Area,23-Jul,52
35672,South West,Ondo,on Irele Local Government Area,23-Aug,50
35673,South West,Ondo,on Irele Local Government Area,23-Sep,39
35674,South West,Ondo,on Irele Local Government Area,23-Oct,62
35675,South West,Ondo,on Irele Local Government Area,23-Nov,48
35676,South West,Ondo,on Irele Local Government Area,23-Dec,41
35677,South West,Ondo,on Irele Local Government Area,24-Jan,54
35678,South West,Ondo,on Irele Local Government Area,24-Feb,59
35679,South West,Ondo,on Irele Local Government Area,24-Mar,84
35680,South West,Ondo,on Irele Local Government Area,24-Apr,77
35681,South West,Ondo,on Irele Local Government Area,24-May,74
35682,South West,Ondo,on Irele Local Government Area,24-Jun,74
35683,South West,Ondo,on Irele Local Government Area,24-Jul,72
35684,South West,Ondo,on Irele Local Government Area,24-Aug,59
35685,South West,Ondo,on Irele Local Government Area,24-Sep,59
35686,South West,Ondo,on Irele Local Government Area,24-Oct,70
35687,South West,Ondo,on Irele Local Government Area,24-Nov,49
35688,South West,Ondo,on Irele Local Government Area,24-Dec,61
35689,South West,Ondo,on Irele Local Government Area,25-Jan,60
35690,South West,Ondo,on Irele Local Government Area,25-Feb,63
35691,South West,Ondo,on Irele Local Government Area,25-Mar,85
35692,South West,Ondo,on Irele Local Government Area,25-Apr,82
35693,South West,Ondo,on Irele Local Government Area,25-May,110
35694,South West,Ondo,on Irele Local Government Area,25-Jun,115
35695,South West,Ondo,on Irele Local Government Area,25-Jul,92
35696,South West,Ondo,on Irele Local Government Area,25-Aug,70
35697,South West,Ondo,on Irele Local Government Area,25-Sep,82
35698,South West,Ondo,on Irele Local Government Area,25-Oct,105
35699,South West,Ondo,on Irele Local Government Area,25-Nov,82
35700,South West,Ondo,on Irele Local Government Area,25-Dec,77
35701,South West,Ondo,on Odigbo Local Government Area,21-Jan,95
35702,South West,Ondo,on Odigbo Local Government Area,21-Feb,120
35703,South West,Ondo,on Odigbo Local Government Area,21-Mar,67
35704,South West,Ondo,on Odigbo Local Government Area,21-Apr,190
35705,South West,Ondo,on Odigbo Local Government Area,21-May,191
35706,South West,Ondo,on Odigbo Local Government Area,21-Jun,152
35707,South West,Ondo,on Odigbo Local Government Area,21-Jul,131
35708,South West,Ondo,on Odigbo Local Government Area,21-Aug,120
35709,South West,Ondo,on Odigbo Local Government Area,21-Sep,109
35710,South West,Ondo,on Odigbo Local Government Area,21-Oct,141
35711,South West,Ondo,on Odigbo Local Government Area,21-Nov,145
35712,South West,Ondo,on Odigbo Local Government Area,21-Dec,122
35713,South West,Ondo,on Odigbo Local Government Area,22-Jan,102
35714,South West,Ondo,on Odigbo Local Government Area,22-Feb,143
35715,South West,Ondo,on Odigbo Local Government Area,22-Mar,164
35716,South West,Ondo,on Odigbo Local Government Area,22-Apr,202
35717,South West,Ondo,on Odigbo Local Government Area,22-May,115
35718,South West,Ondo,on Odigbo Local Government Area,22-Jun,145
35719,South West,Ondo,on Odigbo Local Government Area,22-Jul,175
35720,South West,Ondo,on Odigbo Local Government Area,22-Aug,134
35721,South West,Ondo,on Odigbo Local Government Area,22-Sep,95
35722,South West,Ondo,on Odigbo Local Government Area,22-Oct,179
35723,South West,Ondo,on Odigbo Local Government Area,22-Nov,149
35724,South West,Ondo,on Odigbo Local Government Area,22-Dec,139
35725,South West,Ondo,on Odigbo Local Government Area,23-Jan,140
35726,South West,Ondo,on Odigbo Local Government Area,23-Feb,142
35727,South West,Ondo,on Odigbo Local Government Area,23-Mar,165
35728,South West,Ondo,on Odigbo Local Government Area,23-Apr,142
35729,South West,Ondo,on Odigbo Local Government Area,23-May,184
35730,South West,Ondo,on Odigbo Local Government Area,23-Jun,173
35731,South West,Ondo,on Odigbo Local Government Area,23-Jul,144
35732,South West,Ondo,on Odigbo Local Government Area,23-Aug,112
35733,South West,Ondo,on Odigbo Local Government Area,23-Sep,45
35734,South West,Ondo,on Odigbo Local Government Area,23-Oct,105
35735,South West,Ondo,on Odigbo Local Government Area,23-Nov,49
35736,South West,Ondo,on Odigbo Local Government Area,23-Dec,84
35737,South West,Ondo,on Odigbo Local Government Area,24-Jan,46
35738,South West,Ondo,on Odigbo Local Government Area,24-Feb,132
35739,South West,Ondo,on Odigbo Local Government Area,24-Mar,181
35740,South West,Ondo,on Odigbo Local Government Area,24-Apr,155
35741,South West,Ondo,on Odigbo Local Government Area,24-May,180
35742,South West,Ondo,on Odigbo Local Government Area,24-Jun,117
35743,South West,Ondo,on Odigbo Local Government Area,24-Jul,110
35744,South West,Ondo,on Odigbo Local Government Area,24-Aug,122
35745,South West,Ondo,on Odigbo Local Government Area,24-Sep,134
35746,South West,Ondo,on Odigbo Local Government Area,24-Oct,147
35747,South West,Ondo,on Odigbo Local Government Area,24-Nov,149
35748,South West,Ondo,on Odigbo Local Government Area,24-Dec,96
35749,South West,Ondo,on Odigbo Local Government Area,25-Jan,97
35750,South West,Ondo,on Odigbo Local Government Area,25-Feb,95
35751,South West,Ondo,on Odigbo Local Government Area,25-Mar,174
35752,South West,Ondo,on Odigbo Local Government Area,25-Apr,192
35753,South West,Ondo,on Odigbo Local Government Area,25-May,213
35754,South West,Ondo,on Odigbo Local Government Area,25-Jun,168
35755,South West,Ondo,on Odigbo Local Government Area,25-Jul,149
35756,South West,Ondo,on Odigbo Local Government Area,25-Aug,158
35757,South West,Ondo,on Odigbo Local Government Area,25-Sep,216
35758,South West,Ondo,on Odigbo Local Government Area,25-Oct,175
35759,South West,Ondo,on Odigbo Local Government Area,25-Nov,150
35760,South West,Ondo,on Odigbo Local Government Area,25-Dec,145
35761,South West,Ondo,on Okitipupa Local Government Area,21-Jan,218
35762,South West,Ondo,on Okitipupa Local Government Area,21-Feb,177
35763,South West,Ondo,on Okitipupa Local Government Area,21-Mar,184
35764,South West,Ondo,on Okitipupa Local Government Area,21-Apr,209
35765,South West,Ondo,on Okitipupa Local Government Area,21-May,238
35766,South West,Ondo,on Okitipupa Local Government Area,21-Jun,212
